,customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month,total_claim_amount_range,income_group
2734,XX44146,California,6464.417095,No,Extended,High School or Below,1/26/11,Unemployed,F,0,Suburban,Single,89,33.0,98,0.0,3,Personal Auto,Personal L2,Offer1,Branch,640.8,Two-Door Car,Small,A,January,500-750,Low
2735,MS39869,Nevada,7343.353716,No,Basic,College,1/5/11,Unemployed,F,0,Suburban,Single,68,16.0,57,0.0,2,Personal Auto,Personal L1,Offer2,Call Center,479.028818,Four-Door Car,Medsize,A,January,250-500,Low
2736,OD69005,Arizona,10481.94383,No,Extended,High School or Below,1/28/11,Employed,F,39102,Rural,Married,88,11.0,98,0.0,2,Personal Auto,Personal L3,Offer3,Agent,152.338562,Four-Door Car,Medsize,A,January,0-250,Middle
2737,SW69117,Oregon,6966.319103,No,Extended,College,2/10/11,Disabled,M,27972,Urban,Married,90,13.0,7,0.0,8,Corporate Auto,Corporate L3,Offer3,Call Center,240.318607,Two-Door Car,Medsize,A,February,0-250,Middle
2738,ZQ22116,Arizona,5310.905647,No,Basic,High School or Below,1/16/11,Employed,F,73102,Rural,Married,66,35.0,46,0.0,4,Corporate Auto,Corporate L3,Offer2,Branch,117.928547,Four-Door Car,Small,A,January,0-250,High
2739,IA33339,Oregon,9268.672154,No,Basic,Bachelor,2/13/11,Employed,F,57052,Urban,Married,115,7.0,56,1.0,4,Corporate Auto,Corporate L3,Offer3,Agent,483.62724,SUV,Medsize,A,February,250-500,High
2740,MR56401,Oregon,2542.845763,No,Basic,College,2/13/11,Employed,F,37072,Suburban,Married,64,1.0,1,0.0,1,Personal Auto,Personal L3,Offer3,Call Center,307.2,Four-Door Car,Large,A,February,250-500,Middle
2741,ZF70768,California,4050.280057,No,Premium,High School or Below,1/1/11,Employed,M,82758,Rural,Married,101,16.0,37,0.0,1,Personal Auto,Personal L2,Offer2,Branch,179.430114,Two-Door Car,Large,A,January,0-250,Very High
2742,TU33850,Washington,4617.391775,No,Basic,Bachelor,1/25/11,Medical Leave,F,16764,Suburban,Married,61,13.0,79,0.0,7,Personal Auto,Personal L3,Offer1,Branch,292.8,Four-Door Car,Medsize,A,January,250-500,Low
2743,PG27422,California,5904.847853,No,Basic,Bachelor,1/1/11,Employed,F,89953,Urban,Single,74,3.0,42,0.0,3,Corporate Auto,Corporate L3,Offer2,Web,274.165887,Four-Door Car,Medsize,A,January,250-500,Very High
2744,GF70857,no data,2933.960426,No,Extended,College,1/28/11,Unemployed,M,0,Rural,Married,83,2.0,62,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,199.851201,Four-Door Car,Medsize,A,January,0-250,Low
2745,RH83684,Oregon,5808.932598,No,Basic,Master,1/7/11,Employed,F,43282,Rural,Divorced,72,3.0,3,0.0,3,Personal Auto,Personal L1,Offer2,Web,166.799814,Two-Door Car,Medsize,A,January,0-250,Middle
2746,MO48960,California,6265.343299,Yes,Extended,Doctor,1/13/11,Unemployed,F,0,Suburban,Married,84,18.0,25,1.0,4,Personal Auto,Personal L2,Offer1,Agent,481.025786,Four-Door Car,Medsize,A,January,250-500,Low
2747,HW65139,California,26730.06042,No,Extended,Doctor,2/12/11,Medical Leave,M,21275,Suburban,Divorced,240,3.0,58,0.0,2,Personal Auto,Personal L1,Offer3,Agent,1152.0,Luxury SUV,Medsize,A,February,>1000,Low
2748,NW41789,Oregon,2746.90319,No,Extended,Bachelor,1/24/11,Unemployed,M,0,Suburban,Single,84,25.0,44,0.0,1,Personal Auto,Personal L3,Offer4,Call Center,604.8,Four-Door Car,Medsize,A,January,500-750,Low
2749,QD31377,California,8595.665294,No,Basic,Bachelor,1/8/11,Employed,M,34621,Suburban,Married,108,21.0,32,1.0,8,Corporate Auto,Corporate L3,Offer1,Branch,621.464468,SUV,Medsize,A,January,500-750,Middle
2750,GH35369,California,4386.277558,Yes,Basic,College,2/11/11,Retired,M,10621,Suburban,Single,67,28.0,22,0.0,5,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medsize,A,February,250-500,Low
2751,RX50446,Arizona,8365.963454,No,Premium,High School or Below,2/17/11,Disabled,F,27042,Suburban,Divorced,110,17.0,3,0.0,7,Personal Auto,Personal L1,Offer2,Branch,1263.325007,Four-Door Car,Medsize,A,February,>1000,Middle
2752,SD63822,Oregon,5088.687654,No,Basic,Bachelor,1/5/11,Unemployed,F,0,Suburban,Single,71,31.0,52,0.0,4,Corporate Auto,Corporate L2,Offer1,Branch,511.2,Four-Door Car,Small,A,January,500-750,Low
2753,KC16062,Arizona,7550.41865,No,Basic,High School or Below,1/15/11,Unemployed,F,0,Suburban,Married,100,20.0,48,0.0,6,Corporate Auto,Corporate L3,Offer1,Agent,480.0,SUV,Small,A,January,250-500,Low
2754,EY78874,California,2715.68743,No,Basic,Doctor,2/11/11,Medical Leave,M,20848,Suburban,Married,71,9.0,76,0.0,1,Corporate Auto,Corporate L1,Offer4,Agent,350.143872,Four-Door Car,Small,A,February,250-500,Low
2755,NM37561,California,7408.167551,No,Basic,High School or Below,1/11/11,Employed,M,62810,Rural,Married,187,14.0,22,1.0,1,Corporate Auto,Corporate L2,Offer3,Web,32.874675,Luxury Car,Medsize,A,January,0-250,High
2756,VG40704,California,3135.405606,No,Extended,College,1/3/11,Employed,F,55855,Urban,Married,79,10.0,71,0.0,1,Personal Auto,Personal L2,Offer4,Branch,272.9955,Four-Door Car,Medsize,A,January,250-500,High
2757,AU75025,Oregon,4686.469674,Yes,Basic,College,2/12/11,Employed,M,58089,Suburban,Married,118,31.0,83,0.0,1,Personal Auto,Personal L3,Offer1,Agent,566.4,SUV,Medsize,A,February,500-750,High
2758,DB50188,California,4448.642277,No,Basic,College,2/20/11,Employed,M,23006,Suburban,Married,113,17.0,60,0.0,1,Personal Auto,Personal L3,Offer1,Branch,792.104571,SUV,Medsize,A,February,750-1000,Low
2759,SP94430,California,7651.099258,No,Basic,Bachelor,1/13/11,Employed,F,53330,Urban,Single,65,8.0,57,0.0,2,Personal Auto,Personal L3,Offer1,Agent,224.093027,Four-Door Car,Medsize,A,January,0-250,High
2760,NL17964,Oregon,2581.022016,No,Basic,High School or Below,1/24/11,Employed,M,35795,Suburban,Married,65,25.0,53,0.0,1,Personal Auto,Personal L3,Offer1,Agent,312.0,Four-Door Car,Medsize,A,January,250-500,Middle
2761,MZ63755,California,14635.45158,Yes,Extended,Bachelor,2/27/11,Unemployed,F,0,Suburban,Divorced,139,5.0,56,0.0,2,Personal Auto,Personal L1,Offer1,Call Center,667.2,SUV,Medsize,A,February,500-750,Low
2762,YV76240,no data,10677.25385,No,Extended,College,1/4/11,Employed,F,45732,Urban,Married,134,22.0,56,0.0,9,Corporate Auto,Corporate L2,Offer1,Call Center,611.918994,SUV,Large,A,January,500-750,Middle
2763,SY56792,Oregon,7035.534088,No,Premium,High School or Below,1/4/11,Unemployed,M,0,Suburban,Divorced,101,16.0,88,0.0,8,Corporate Auto,Corporate L3,Offer3,Web,727.2,Four-Door Car,Medsize,A,January,500-750,Low
2764,XW51700,Arizona,5139.561422,No,Basic,High School or Below,2/14/11,Employed,F,73180,Rural,Single,64,27.0,43,0.0,3,Personal Auto,Personal L3,Offer3,Call Center,132.543257,Four-Door Car,Medsize,A,February,0-250,High
2765,QN76156,Oregon,2925.726685,No,Basic,College,1/3/11,Employed,F,30752,Suburban,Married,73,2.0,37,0.0,1,Personal Auto,Personal L3,Offer4,Call Center,400.294003,Four-Door Car,Small,A,January,250-500,Middle
2766,MM50888,Arizona,3056.217296,No,Extended,High School or Below,2/13/11,Employed,F,34317,Urban,Married,78,6.0,32,2.0,1,Personal Auto,Personal L3,Offer2,Web,263.592181,Two-Door Car,Medsize,A,February,250-500,Middle
2767,RD40721,California,5384.731816,No,Extended,High School or Below,1/11/11,Unemployed,M,0,Suburban,Divorced,78,14.0,68,0.0,5,Corporate Auto,Corporate L3,Offer3,Agent,748.774773,Four-Door Car,Medsize,A,January,500-750,Low
2768,HU41273,Oregon,8564.768226,Yes,Basic,High School or Below,2/17/11,Employed,M,95697,Rural,Married,107,29.0,29,0.0,9,Personal Auto,Personal L2,Offer2,Agent,178.006524,Sports Car,Medsize,A,February,0-250,Very High
2769,VT51874,Oregon,14862.76011,No,Extended,High School or Below,1/19/11,Unemployed,M,0,Suburban,Divorced,82,5.0,16,0.0,2,Personal Auto,Personal L3,Offer4,Agent,393.6,Four-Door Car,Medsize,A,January,250-500,Low
2770,HL33607,Washington,8717.049833,Yes,Basic,College,2/14/11,Employed,M,83846,Suburban,Married,74,22.0,94,3.0,2,Personal Auto,Personal L2,Offer2,Agent,355.2,Four-Door Car,Large,A,February,250-500,Very High
2771,WO39817,Oregon,2493.591571,No,Basic,High School or Below,2/1/11,Employed,M,37043,Rural,Divorced,68,25.0,89,3.0,1,Personal Auto,Personal L2,Offer4,Branch,30.984936,Two-Door Car,Medsize,A,February,0-250,Middle
2772,OE19087,California,2243.473907,No,Basic,High School or Below,2/24/11,Unemployed,F,0,Suburban,Single,62,26.0,18,0.0,1,Personal Auto,Personal L3,Offer4,Call Center,446.4,Four-Door Car,Medsize,A,February,250-500,Low
2773,YJ96611,Arizona,7180.283897,No,Basic,High School or Below,2/26/11,Unemployed,F,0,Suburban,Single,104,30.0,96,0.0,3,Special Auto,Special L1,Offer1,Web,1210.245916,Sports Car,Medsize,A,February,>1000,Low
2774,XX32359,California,5325.724541,Yes,Basic,High School or Below,2/21/11,Unemployed,M,0,Suburban,Married,73,17.0,44,0.0,7,Personal Auto,Personal L1,Offer2,Call Center,496.474767,Two-Door Car,Medsize,A,February,250-500,Low
2775,KJ19260,Arizona,4682.249396,No,Basic,College,2/3/11,Employed,M,37929,Rural,Divorced,61,21.0,35,0.0,5,Corporate Auto,Corporate L2,Offer2,Call Center,120.436587,Four-Door Car,Medsize,A,February,0-250,Middle
2776,YI28422,Oregon,7635.883324,No,Extended,High School or Below,1/7/11,Employed,M,30262,Suburban,Married,98,0.0,96,1.0,9,Personal Auto,Personal L3,Offer2,Agent,499.22561,Four-Door Car,Large,A,January,250-500,Middle
2777,GG87344,Oregon,4035.009284,No,Basic,College,1/4/11,Employed,F,55407,Urban,Married,101,30.0,68,1.0,1,Personal Auto,Personal L3,Offer3,Agent,275.341953,SUV,Medsize,A,January,250-500,High
2778,QT77453,Arizona,5283.362834,No,Extended,High School or Below,1/17/11,Employed,F,80928,Urban,Divorced,132,26.0,27,0.0,1,Corporate Auto,Corporate L1,Offer1,Agent,538.545218,SUV,Medsize,A,January,500-750,Very High
2779,HH90090,California,4076.634665,No,Basic,Bachelor,1/23/11,Employed,F,29549,Suburban,Divorced,104,17.0,51,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,710.433775,Sports Car,Small,A,January,500-750,Middle
2780,UR27848,California,17497.52201,Yes,Basic,College,2/28/11,Unemployed,M,0,Suburban,Divorced,73,9.0,94,0.0,2,Personal Auto,Personal L1,Offer1,Agent,350.4,Two-Door Car,Medsize,A,February,250-500,Low
2781,IB80924,Washington,32864.4046,No,Basic,High School or Below,2/10/11,Employed,F,90783,Urban,Divorced,104,0.0,38,2.0,2,Personal Auto,Personal L3,Offer1,Agent,285.745227,SUV,Small,A,February,250-500,Very High
2782,ZQ35017,California,4650.063763,Yes,Basic,College,1/10/11,Retired,M,28215,Suburban,Single,65,15.0,26,0.0,3,Personal Auto,Personal L1,Offer1,Agent,468.0,Two-Door Car,Medsize,A,January,250-500,Middle
2783,CV35709,Oregon,14024.35839,Yes,Premium,High School or Below,2/19/11,Employed,F,81872,Rural,Married,115,10.0,55,0.0,2,Corporate Auto,Corporate L2,Offer2,Web,256.43803,Four-Door Car,Medsize,A,February,250-500,Very High
2784,TM13955,Washington,2993.024583,No,Extended,Master,2/15/11,Unemployed,M,0,Urban,Married,80,28.0,97,0.0,1,Corporate Auto,Corporate L3,Offer1,Branch,286.115778,Four-Door Car,Medsize,A,February,250-500,Low
2785,BG42047,Nevada,2511.944048,No,Basic,College,1/15/11,Medical Leave,M,17658,Suburban,Married,65,10.0,44,0.0,1,Personal Auto,Personal L3,Offer3,Web,312.0,Four-Door Car,Large,A,January,250-500,Low
2786,HS13676,California,8216.391903,No,Premium,High School or Below,1/13/11,Unemployed,M,0,Suburban,Single,117,3.0,33,0.0,9,Personal Auto,Personal L2,Offer1,Agent,983.127481,Four-Door Car,Medsize,A,January,750-1000,Low
2787,RH28799,Arizona,2430.959055,No,Basic,College,2/23/11,Unemployed,M,0,Suburban,Single,70,29.0,30,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,341.329847,Four-Door Car,Medsize,A,February,250-500,Low
2788,UQ40371,Nevada,3352.943699,No,Extended,Master,1/23/11,Employed,F,55359,Urban,Married,83,28.0,73,0.0,1,Special Auto,Special L3,Offer4,Branch,303.331178,Four-Door Car,Large,A,January,250-500,High
2789,WV57524,Oregon,10208.92761,Yes,Extended,College,2/14/11,Employed,F,35482,Suburban,Married,129,21.0,59,0.0,3,Personal Auto,Personal L1,Offer1,Branch,619.2,SUV,Medsize,A,February,500-750,Middle
2790,JG68387,Nevada,8099.40027,No,Basic,Bachelor,1/27/11,Employed,F,60932,Suburban,Married,101,7.0,35,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,484.8,SUV,Large,A,January,250-500,High
2791,SC40169,Oregon,2719.506996,Yes,Basic,College,1/24/11,Retired,F,14030,Suburban,Married,72,11.0,3,0.0,1,Personal Auto,Personal L2,Offer2,Branch,345.6,Two-Door Car,Large,A,January,250-500,Low
2792,YB66933,Washington,5382.752045,No,Basic,Bachelor,2/26/11,Employed,F,77552,Rural,Divorced,68,33.0,76,1.0,7,Corporate Auto,Corporate L3,Offer1,Call Center,45.215059,Four-Door Car,Medsize,A,February,0-250,Very High
2793,ZQ37164,Arizona,8016.747629,No,Basic,Bachelor,1/29/11,Employed,F,82828,Urban,Married,67,14.0,36,1.0,2,Personal Auto,Personal L2,Offer4,Agent,217.472776,Four-Door Car,Medsize,A,January,0-250,Very High
2794,MZ79386,California,6925.182046,No,Extended,Bachelor,2/5/11,Employed,F,88893,Rural,Married,86,5.0,63,0.0,9,Personal Auto,Personal L3,Offer2,Call Center,72.86746,Four-Door Car,Small,A,February,0-250,Very High
2795,GO53814,Oregon,4878.950256,No,Basic,High School or Below,1/18/11,Employed,F,43358,Suburban,Married,61,2.0,83,0.0,6,Corporate Auto,Corporate L3,Offer4,Branch,400.294938,Two-Door Car,Small,A,January,250-500,Middle
2796,RE95629,California,2320.516874,No,Basic,College,2/15/11,Unemployed,F,0,Suburban,Married,63,18.0,76,0.0,1,Personal Auto,Personal L3,Offer2,Agent,453.6,Two-Door Car,Medsize,A,February,250-500,Low
2797,WE52840,Arizona,7053.302737,No,Extended,College,2/16/11,Employed,F,52982,Rural,Divorced,89,8.0,54,0.0,3,Corporate Auto,Corporate L3,Offer1,Call Center,31.356274,Four-Door Car,Medsize,A,February,0-250,High
2798,ZZ89380,Oregon,3196.578455,No,Extended,Bachelor,1/10/11,Employed,F,62815,Rural,Married,80,14.0,84,0.0,1,Special Auto,Special L1,Offer2,Call Center,47.061469,Two-Door Car,Large,A,January,0-250,High
2799,PA75237,Nevada,15118.89548,No,Basic,Doctor,2/4/11,Employed,M,58883,Suburban,Married,62,1.0,47,0.0,2,Corporate Auto,Corporate L2,Offer2,Branch,432.480275,Two-Door Car,Medsize,A,February,250-500,High
2800,XA50997,Nevada,5444.793941,No,Basic,High School or Below,1/26/11,Employed,M,91393,Suburban,Married,67,19.0,54,0.0,6,Personal Auto,Personal L3,Offer1,Agent,460.551521,Two-Door Car,Medsize,A,January,250-500,Very High
2801,ZA44520,Arizona,9621.72619,No,Extended,High School or Below,2/10/11,Employed,F,54872,Suburban,Married,121,9.0,50,0.0,3,Personal Auto,Personal L3,Offer2,Agent,580.8,SUV,Large,A,February,500-750,High
2802,DY35560,Oregon,2132.771675,No,Basic,High School or Below,1/17/11,Unemployed,M,0,Suburban,Single,61,0.0,62,0.0,1,Personal Auto,Personal L3,Offer1,Agent,691.677138,Four-Door Car,Small,A,January,500-750,Low
2803,JS10224,California,18321.24471,No,Basic,College,2/16/11,Employed,F,76726,Rural,Married,65,27.0,26,0.0,2,Personal Auto,Personal L2,Offer2,Branch,10.36741,Four-Door Car,Medsize,A,February,0-250,Very High
2804,ZU88113,Oregon,6627.174629,No,Extended,College,2/7/11,Employed,M,90751,Urban,Married,82,2.0,22,1.0,8,Personal Auto,Personal L2,Offer1,Agent,315.826382,Two-Door Car,Medsize,A,February,250-500,Very High
2805,ZS22428,California,4916.577034,No,Basic,Bachelor,2/14/11,Employed,F,21907,Rural,Married,62,6.0,47,0.0,3,Personal Auto,Personal L3,Offer2,Agent,2.96438,Four-Door Car,Medsize,A,February,0-250,Low
2806,XZ83249,Nevada,10168.27175,No,Extended,High School or Below,2/10/11,Employed,F,35504,Urban,Married,128,4.0,86,0.0,3,Personal Auto,Personal L3,Offer3,Call Center,404.303518,SUV,Small,A,February,250-500,Middle
2807,QE52050,California,5678.050167,Yes,Extended,Bachelor,1/19/11,Unemployed,F,0,Suburban,Married,76,8.0,44,0.0,3,Corporate Auto,Corporate L3,Offer2,Agent,364.8,Four-Door Car,Small,A,January,250-500,Low
2808,UQ60825,California,9369.639891,No,Basic,College,1/25/11,Employed,F,99185,Urban,Married,115,8.0,19,0.0,3,Corporate Auto,Corporate L3,Offer2,Call Center,449.428182,SUV,Medsize,A,January,250-500,Very High
2809,JQ68425,no data,12919.41828,No,Basic,College,1/23/11,Employed,M,58236,Rural,Married,108,22.0,92,0.0,2,Corporate Auto,Corporate L2,Offer1,Agent,67.253453,SUV,Small,A,January,0-250,High
2810,YW11227,California,5325.394799,No,Basic,Bachelor,1/18/11,Employed,M,62470,Urban,Married,66,34.0,84,0.0,4,Personal Auto,Personal L3,Offer3,Agent,243.766542,Two-Door Car,Medsize,A,January,0-250,High
2811,TT97465,California,14642.14003,No,Basic,College,2/15/11,Employed,M,57561,Suburban,Married,62,18.0,57,1.0,2,Corporate Auto,Corporate L3,Offer1,Agent,298.430234,Four-Door Car,Medsize,A,February,250-500,High
2812,QT26393,California,2446.911045,No,Basic,Bachelor,2/24/11,Medical Leave,M,29152,Urban,Divorced,67,24.0,72,0.0,1,Personal Auto,Personal L3,Offer4,Agent,255.079807,Two-Door Car,Medsize,A,February,250-500,Middle
2813,XL50897,Arizona,15739.92367,No,Extended,Master,2/22/11,Employed,F,48096,Urban,Married,131,10.0,3,0.0,2,Personal Auto,Personal L1,Offer2,Call Center,450.090267,Sports Car,Medsize,A,February,250-500,Middle
2814,GG57214,Washington,2410.355726,No,Basic,Bachelor,1/7/11,Unemployed,F,0,Suburban,Single,67,5.0,53,0.0,1,Personal Auto,Personal L2,Offer2,Agent,482.4,Two-Door Car,Medsize,A,January,250-500,Low
2815,OX61728,California,29006.67071,No,Basic,High School or Below,2/2/11,Employed,F,40252,Suburban,Divorced,104,12.0,60,0.0,2,Personal Auto,Personal L3,Offer1,Agent,499.2,Sports Car,Medsize,A,February,250-500,Middle
2816,BN83547,no data,2858.452328,No,Basic,High School or Below,2/21/11,Employed,F,40706,Rural,Married,71,30.0,96,0.0,1,Personal Auto,Personal L1,Offer3,Agent,166.123172,Four-Door Car,Medsize,A,February,0-250,Middle
2817,CA47176,Oregon,9671.98323,No,Extended,Bachelor,2/17/11,Disabled,M,17103,Suburban,Married,87,24.0,29,0.0,2,Personal Auto,Personal L3,Offer1,Branch,417.6,Two-Door Car,Small,A,February,250-500,Low
2818,FL96333,Nevada,6243.089247,No,Extended,College,1/7/11,Employed,M,73945,Urban,Married,78,21.0,76,0.0,8,Personal Auto,Personal L3,Offer2,Web,330.872532,Two-Door Car,Medsize,A,January,250-500,High
2819,HO50571,California,10208.92761,Yes,Extended,College,2/14/11,Employed,F,35482,Suburban,Married,129,21.0,59,0.0,3,Personal Auto,Personal L3,Offer1,Branch,619.2,SUV,Medsize,A,February,500-750,Middle
2820,JZ64443,Washington,4705.589393,No,Extended,Bachelor,2/6/11,Unemployed,F,0,Suburban,Single,78,21.0,23,3.0,3,Corporate Auto,Corporate L3,Offer4,Agent,555.457674,Four-Door Car,Large,A,February,500-750,Low
2821,WV69362,Arizona,6947.838781,No,Extended,High School or Below,2/23/11,Unemployed,F,0,Suburban,Single,99,12.0,77,0.0,4,Corporate Auto,Corporate L3,Offer2,Call Center,475.2,Two-Door Car,Medsize,A,February,250-500,Low
2822,UG93476,California,8002.308333,Yes,Basic,College,1/11/11,Unemployed,F,0,Suburban,Married,107,3.0,65,0.0,3,Personal Auto,Personal L3,Offer1,Agent,513.6,SUV,Medsize,A,January,500-750,Low
2823,FU77365,California,9246.223462,No,Basic,Bachelor,2/14/11,Employed,F,40032,Suburban,Married,118,1.0,50,2.0,7,Personal Auto,Personal L3,Offer1,Web,717.763724,SUV,Medsize,A,February,500-750,Middle
2824,WL21375,no data,7890.597705,No,Premium,High School or Below,1/15/11,Unemployed,F,0,Suburban,Married,112,15.0,29,3.0,7,Personal Auto,Personal L3,Offer1,Call Center,747.658769,Four-Door Car,Medsize,A,January,500-750,Low
2825,WR43077,California,9801.287358,No,Extended,High School or Below,1/22/11,Unemployed,M,0,Suburban,Married,91,33.0,38,0.0,2,Corporate Auto,Corporate L3,Offer3,Agent,436.8,Four-Door Car,Small,A,January,250-500,Low
2826,ND29059,Oregon,11077.68591,No,Extended,Bachelor,2/26/11,Employed,M,78011,Urban,Married,138,14.0,42,0.0,3,Personal Auto,Personal L3,Offer1,Agent,619.698644,SUV,Medsize,A,February,500-750,Very High
2827,TZ98966,Nevada,2450.190996,No,Basic,Bachelor,2/24/11,Unemployed,F,0,Suburban,Single,73,4.0,44,3.0,1,Corporate Auto,Corporate L3,Offer1,Branch,554.376763,Four-Door Car,Medsize,A,February,500-750,Low
2828,UK68427,Washington,6369.262355,Yes,Extended,High School or Below,1/20/11,Employed,M,34498,Suburban,Single,83,30.0,72,0.0,7,Personal Auto,Personal L3,Offer2,Branch,398.4,Two-Door Car,Small,A,January,250-500,Middle
2829,IM15403,California,9368.27103,No,Extended,College,2/1/11,Employed,M,44980,Urban,Divorced,81,2.0,27,0.0,2,Corporate Auto,Corporate L2,Offer3,Agent,333.478333,Two-Door Car,Medsize,A,February,250-500,Middle
2830,IN91592,California,2810.671023,No,Basic,Bachelor,2/28/11,Employed,F,73858,Suburban,Married,72,8.0,59,3.0,1,Personal Auto,Personal L3,Offer4,Agent,422.59237,Four-Door Car,Medsize,A,February,250-500,High
2831,KI17749,Oregon,2682.423898,No,Basic,High School or Below,2/4/11,Disabled,F,24823,Urban,Married,69,23.0,66,0.0,1,Personal Auto,Personal L1,Offer1,Agent,229.279059,Four-Door Car,Medsize,A,February,0-250,Low
2832,LU63980,Nevada,2219.995914,No,Basic,College,2/22/11,Unemployed,M,0,Suburban,Married,62,0.0,83,0.0,1,Personal Auto,Personal L1,Offer1,Web,297.6,Two-Door Car,Large,A,February,250-500,Low
2833,YJ42538,Arizona,4035.68383,No,Basic,Bachelor,1/13/11,Employed,F,21359,Suburban,Married,101,25.0,5,0.0,1,Personal Auto,Personal L3,Offer4,Agent,484.8,Sports Car,Medsize,A,January,250-500,Low
2834,XB43418,California,4815.851943,No,Extended,College,2/9/11,Employed,M,59438,Urban,Single,124,33.0,55,0.0,1,Special Auto,Special L2,Offer3,Branch,562.667789,SUV,Small,A,February,500-750,High
2835,DL61016,Oregon,4940.508153,No,Basic,College,2/20/11,Employed,M,65985,Rural,Single,71,3.0,47,5.0,4,Special Auto,Special L1,Offer2,Agent,42.43131,Four-Door Car,Medsize,A,February,0-250,High
2836,DB42794,California,4362.931238,Yes,Premium,College,1/3/11,Employed,M,58842,Suburban,Married,110,6.0,74,0.0,1,Personal Auto,Personal L1,Offer2,Branch,528.0,Four-Door Car,Medsize,A,January,500-750,High
2837,KI56154,Nevada,9048.983447,Yes,Basic,High School or Below,1/24/11,Unemployed,M,0,Suburban,Married,119,9.0,8,0.0,3,Personal Auto,Personal L1,Offer2,Web,571.2,Sports Car,Medsize,A,January,500-750,Low
2838,OW84481,Nevada,2675.569927,No,Basic,High School or Below,2/16/11,Employed,M,67837,Suburban,Married,69,19.0,17,4.0,1,Personal Auto,Personal L3,Offer2,Agent,430.477436,Four-Door Car,Medsize,A,February,250-500,High
2839,SC30127,California,9244.351881,No,Extended,Doctor,1/7/11,Medical Leave,F,12081,Suburban,Divorced,82,18.0,18,0.0,2,Personal Auto,Personal L3,Offer3,Agent,548.064933,Two-Door Car,Medsize,A,January,500-750,Low
2840,DU18362,California,3530.007745,No,Premium,Bachelor,2/11/11,Unemployed,M,0,Suburban,Single,108,7.0,55,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,777.6,Two-Door Car,Medsize,A,February,750-1000,Low
2841,OT36536,Oregon,5232.454958,No,Basic,Bachelor,2/7/11,Employed,M,41596,Suburban,Married,66,12.0,12,0.0,5,Personal Auto,Personal L3,Offer2,Call Center,316.8,Four-Door Car,Medsize,A,February,250-500,Middle
2842,FI61655,Arizona,2549.998419,No,Basic,Bachelor,2/22/11,Employed,M,31213,Suburban,Married,65,0.0,29,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,312.0,Four-Door Car,Medsize,A,February,250-500,Middle
2843,FA15338,Arizona,13569.24071,No,Basic,High School or Below,1/9/11,Medical Leave,M,20978,Suburban,Married,70,35.0,20,0.0,2,Personal Auto,Personal L2,Offer4,Branch,336.0,Two-Door Car,Medsize,A,January,250-500,Low
2844,PS78418,Oregon,5773.90039,No,Basic,Bachelor,2/25/11,Employed,M,52278,Urban,Married,73,31.0,91,0.0,3,Personal Auto,Personal L2,Offer1,Branch,234.997994,Two-Door Car,Medsize,A,February,0-250,High
2845,GL49408,California,6762.082924,No,Extended,Doctor,2/22/11,Employed,M,40372,Rural,Married,85,15.0,17,0.0,4,Corporate Auto,Corporate L2,Offer3,Branch,76.975713,Four-Door Car,Medsize,A,February,0-250,Middle
2846,LJ43988,California,20492.7355,No,Premium,Master,1/4/11,Employed,F,27317,Suburban,Married,102,30.0,12,0.0,2,Personal Auto,Personal L2,Offer3,Agent,489.6,Four-Door Car,Medsize,A,January,250-500,Middle
2847,UG35090,California,6045.625114,No,Extended,College,2/14/11,Employed,F,82399,Rural,Single,77,18.0,15,3.0,9,Personal Auto,Personal L3,Offer2,Agent,31.668965,Four-Door Car,Medsize,A,February,0-250,Very High
2848,JG21385,California,8715.945469,No,Extended,Bachelor,2/25/11,Unemployed,M,0,Suburban,Single,84,33.0,20,0.0,2,Personal Auto,Personal L3,Offer3,Branch,604.8,Four-Door Car,Medsize,A,February,500-750,Low
2849,ML38237,California,8869.631143,No,Basic,High School or Below,1/19/11,Unemployed,F,0,Suburban,Married,119,12.0,57,0.0,4,Corporate Auto,Corporate L1,Offer1,Agent,571.2,SUV,Medsize,A,January,500-750,Low
2850,KQ50003,Arizona,27890.0576,No,Extended,High School or Below,2/11/11,Employed,F,46546,Urban,Divorced,99,9.0,64,0.0,2,Special Auto,Special L1,Offer1,Branch,319.105565,Four-Door Car,Medsize,A,February,250-500,Middle
2851,VH94792,California,4433.694028,No,Basic,Bachelor,1/21/11,Unemployed,F,0,Suburban,Single,65,7.0,22,0.0,6,Special Auto,Special L3,Offer2,Web,312.0,Four-Door Car,Medsize,A,January,250-500,Low
2852,KC67431,California,10517.15638,No,Extended,College,1/18/11,Employed,F,46707,Rural,Married,133,7.0,9,0.0,8,Personal Auto,Personal L2,Offer3,Branch,80.70505,Sports Car,Medsize,A,January,0-250,Middle
